player_id,total_spent,retained
31cc95b70fb64678867c8818b76dc89e,3330.81,0
0ff970830d9244f9b861d5a914818949,994.47,0
07c541dc351f41208f6af5f06642c7dd,2393.73,0
9ec8a4322ba1422b9474d86ed03cf8c2,1752.76,0
7923f2f4186a4538bf2fcae0f7ac396b,2160.93,0
c1f1539498dc4e638972a56e4978c28a,2380.44,0
0d47c2a6f0d540b7ac3e632e31411d44,1994.24,0
f240ed1a5adc4f28be0df9fb78ba8a19,2862.58,0
6430fabfa0b9495ab96359cec5c02ff7,1941.71,0
6e1b625c553b4d2f9a108b0b2e2b716d,302.43,0
df17162c70cd49da881472c905e6294e,2012.5,0
47e55f4b9fdc4c38bb23948555f8270d,3427.91,0
4b24d53b3dbb4ea6a3b706a0866512ff,974.09,0
9ef96a56aba14e5d9e948304581b6565,1626.23,0
551a757fa4824761928dbad142f4da70,2119.04,0
e374d4ebdbf54c31aa20e0c8786a6842,2618.24,0
515e75804e2641efaa3983a74bc2cb7d,50,0
c2657f618a964d5fa36f8f6da2b82f0b,2755.34,0
d8b2bf7b8f3c4c6db72dd8e6bcd6097c,2693.95,0
201c39067f15452ba8693e03600a3738,429.95,0
ad634bbbd9e84ccd8dfaf2f5d43416ed,2349.76,0
0dc2a130eee84fa3a9db1ff52ac4f656,2741.57,0
dc27665ff34e476595d679e27776fe0f,2189.14,0
e529e302ae52441f84178b0538a7bc7e,2006.74,0
e376050c3c0f40d892741cba5e96c5a9,3200.85,0
e2b60af7c4c44e67aaf844eb0b2739d5,3153.17,0
5a235d242db6496c83c20b6562296beb,3960.36,0
4cb8c5b90b9d4fd893f3ddc1c16ebfbe,932.81,0
57d0909db8914317812208d91950f175,2141.23,0
c5b262752e144ee9ae9f053017e7a36f,1741.87,0
fe81ae69180749d88f2e67b1c21bf361,3254.41,0
0eaec2d27e2f49e492fe1079ecb00b59,1936.2,0
a9162f4cc0c04b4c87ba45108df9dd61,1240.33,0
83f58df225d8494cb4bf13605a9aa69a,153.54,0
cb04a508fb5d4b888381432b582fbade,2733.48,0
54e5965c062245bbbae11ae8eb68533e,2807.81,0
41388bd8c0c940b98817a6989fb9b686,2178.07,0
f07b5ce0732c48749990130ad4c029ef,1747.44,0
0eb2bd34c75b42ce8373c339f2510e57,1435.88,0
5d74a17263b946d3b58375bc7ecdc3e0,1971.06,0
ae0a6758ed494512a05103323500436d,1833.74,0
5bfd84d9264f4fb0872ed762d691df15,2020.86,0
b8afbdf4bec7407088945c6927a1cebb,1323.69,0
74a3c99818a2432a82ca2e388e311173,1753.87,0
5113635061a0480bbdf7d2377a9a95fe,3196.29,0
7173a7ee03ba4c78a2abf4cda7a9e31c,1964.02,0
1c4c762cae954a7a9831a81e87c8c07f,3021.64,0
1307ce061ad24186b339aeed88cfbefb,2176.55,0
936554949f924356b0378c093423b460,1189.87,0
9a199e6016f84286832bc0090667d9e2,1907.97,0
06beec1056904a0299a015d03745df11,2805.78,0
1b8725fb21dd4179a91d07775f89cd7a,1026.9,0
9d458eb5e44a43a29d04465243ba6c8d,2123.41,0
5753f0df0b28443b8d4550a715cb5e9a,1747.61,0
87afec178010474fbb2c74ad1205abd4,2145.57,0
0b6313135f664588a7098f3b1db47bc3,2175.91,0
ba39d41b50df42c39cefa85a7c601b8d,2864.26,0
a81a217863644ae4824c4d8dd5d6c623,1656.78,0
7beaacf30cc5448a9bf79aea3beb142f,2636.72,0
3a1f1d6d52ee43db88cb98f08564a5dc,2363.12,0
21678d12094a4e488f113d7ce8d3c58f,1627.93,0
c88d6f089d8d4077a66941667f743b1d,1951.17,0
1e3750a9fad84dd290ecc5515118ed2c,1816.37,0
11822d9f628942669321afbdb4a0f9ba,1190.92,0
8c750b83e0de4107a304f7095b5f3a97,1624.14,0
9e7de31387844c07924b7f529d343725,1066.15,0
2631f254153c4e198353f933153ca4c4,2014.19,0
bce407ae235d42499fa451c112625177,1802.15,0
e7b9b7df13834e47991af9260bfc710b,2520.78,0
8e220e7437864815ae50eb1d9c65c230,3095.7,0
697e41b5588649d8bcce2405ec09b302,2651.78,0
c5fb2d8d9be54fccb96854de9f8c4931,3003.88,0
ebc5c183c59447d7b09de5f638202dbd,2608.14,0
cb99254cd06e4ae4b77c0dfe1e108bb8,2050.64,0
d45d10467a4e4a94b44111f8447f72bd,1574.94,0
1df40a5215904c6ebdf8ad848da4e133,1955.77,0
ef911c3d15cc4cbca035b45963bf6910,1096.24,0
8eaf17814fef4be98cc39dd07de1ce04,2044.87,0
cb80f09e58be4c05a8cd6b939dae3f83,2005.92,0
67e15cbe0f0b4568b215c3d81a1c9279,2213.79,0
d5d7858ba6d64261ad5389ff196284d2,805.74,0
2c7caf0f7d2b451d8e4319bdc42d9f7b,2538.55,0
162637215ec4461abbbd2827a4dbde73,1926.49,0
92670c55c7124856bc9c9014076334e0,2004.88,0
5ec5301ac3f7489e80b33d101bdbda3c,1603.17,0
3b45253e968e4e59a010bc6167ef50b3,942.54,0
4aa26b4a7e914b7fa7df665eb7bbda8a,1242.95,0
406c9c0663e445e493849f094b1d890e,1611.35,0
d1c56ca1e9d8421690c225124f4b579d,2411.27,0
299049444ecc4d2191c65e90c87c2ca0,2028.49,0
05f7a9c3662a40899531749d413fe885,2166.01,0
ca5b08d77e8a4e95bde47a17b5bb53d5,1669.2,0
0001f4cd1d6a46758ac99d9ec08c6107,2992.76,0
157031e90bc14ae5a42e03a9968fe61f,1684.64,0
548db9b4e3b44e97a6a9e303e682b5de,2825.35,0
337705406da243cbbdea1fd4fd9ee6c5,1903.9,0
8b9f22cfc78841ed8d0db3b9fe070485,3133.52,0
83582fc30986421fb4dec1bb9b2e82b7,1193.42,0
7a7be75158924248b4e13fc6a47e3c3c,2414.49,0
4423f60a333e486eaacdc15a7ad723da,432.05,0
7459e09ece16485e8e7350498acf8cb8,657.86,0
db28c52e733746f393e9ff33c83a69e5,1269.14,0
325df287958448e78f0c2643aaf973ee,2269.89,0
427cd863e1c44f588c34cb01948248f3,3009.87,0
4410f58ebbd94a71ac3a290baba4f505,2371.85,0
61085a71670349d48311bedf1bb7c9d3,2400.35,0
1de2e17b88d3465b94acf86ee4b6e8ef,954.91,0
66857851bf0344d2abec49993ef56275,1190.28,0
26ad604ae16c4ae599b3187c1f998b52,1431.56,0
0cd4da2062614edc99cfe0343576da26,1503.29,0
255138eaafa14e7bb1d5f25f0060e78d,2724.68,0
f4e65d2f4e65420489a0d15f8c65d1b7,2101.09,0
62ccfcaae7a646e8999aa8597e138728,1452.41,0
44a2f75682e44c96ac21780af4589722,2324.11,0
b4617ad346504b5c8594168e08442e79,1649.29,0
e0676fb6442642bfb2d05c18933d1204,2717.52,0
8c185d60213b4a038f0ddbcb2bec1ddd,3183.46,0
cef44d5241d948789e8edf6da13339ff,2718.95,0
464a0eeeffed4de4b695c906c434ede9,1872.8,0
a79a3e95ba764f4f84a261274fce3c59,1992.76,0
0dc5f8d30ceb410da01013d2e4b61c3d,2949.46,0
b176280ce597462f8b1f2bcefecee50a,2590.37,0
36da461b2f3d460d98b5c7de822e8c9f,2909.25,0
f6b1fdb30943490fb3eba94e87511a4a,2944.67,0
596cd704009c409b8832cf6ceaf684d9,2426.19,0
e46438903d6f42c98b688ae06dfe6770,1184.02,0
86aa32df4ee84794b872cd9be18472cd,2029.89,0
ee3fb0864bf54d7c94aee91414e8e7ac,2177.28,0
782b9c3812204415b48b87ab2395c3a5,1971.86,0
42cdf109952642d6870c6ab93be0010f,1905.8,0
d398f5476ba04acead9a34e4feeb4a25,1034.65,0
795983024d5d4f3e8a31f808bd0c857c,2649.01,0
04ffa19fbc304a21a5ee3731fb7cb573,1537.24,0
016da3fa9eee48cdb2618673d731aea1,2143.19,0
341c558dd64640169cda244070696e2e,2652.37,0
ba25fbfe333f45d08ce178ccfa634db7,504.18,0
6566a1f84fdd42bea5270b2a1b3577fd,2112.21,0
9cbd8fcdadf14c1d8c079893dba6421e,541.18,0
da41a95201284759958b1b28c834569d,2725.6,0
8548d59162b74b7884ce3731e0b026e4,2108.83,0
176792c8e1f94650b5fed7cc0fcd980d,1611.93,0
c0fd02fcc48f4d2f8236a4c079c643bc,1752.66,0
166a01c135d24424b4b53b0d66924673,1486.41,0
62fc70a4da71424cb340bf0a0cb8ab78,1762.67,0
8ccb9be50d9046f09029e44ad1718dca,2607.66,0
46feaf49d24a475aad8415b802e7dbaa,1724.07,0
408a3bb3ac90441fa6386afc41e2959f,1810.91,0
b48976c2919949bca533f616d56c4aa3,881.63,0
17a06d4d6b9945c4b6f66313c39dba99,2763.08,0
5a4d667315a84309948e6f771eba9bbb,554.78,0
b13d66cd434f4718bf0a844607a79a94,2210.7,0
ad0a875b885141cf8ecddb022d9bd6ca,2293.43,0
760ba6924bac4e80b37cd30fd8df9591,2202.72,0
8fd1089358434e3a8bd79689f51c14db,2472.9,0
aaa2aa339de14c1bb107fc0e17d95ff1,2038.96,0
07b25c84584843e18c72eaf477a99db4,2281.41,0
bb46661f80d34e6eba4548166b8d1762,2132.27,0
be0a5554b77547c9b235fec7742bf9fb,704.86,0
dc266a485f2b45b9b18c6745ce30ca2c,1888.25,0
6ed22e9c3d8147d28192a30f253aacd9,2591.63,0
7cc69f2d99314861804b337dc156e1ba,2718.17,0
5089c62aeeca430ebf9aa3003440c883,2494.12,0
ccdd9a398dac4a9fb032adf6fef25c4d,2438.11,0
0fcc3bb77e0e4e369e506cfdb37043f6,1214.75,0
a0e6fe0aefee47d59c011d976dc02c66,1944.59,0
41b887f76b3c4ecd8feaaa4d2749171f,801.72,0
e68f6202ffe64174a76031993f4dcfd3,960.87,0
fbc0e5bc11d5427799dce5cc60a6068b,1427.57,0
566e5683c9ab4536b30cb2fd6798c6c0,2189.84,0
275921f865d84cbe95f714fb56fcea57,2753.94,0
6f0e5a551c684723aa2b1d62100ec16c,1079.13,0
cd0f060863334dadb7db291d5f703818,3183.62,0
e0b55ef77fd246599ecf59e10beb38b2,649.97,0
10ad72436d6a427d9b9a9fce7a70de29,1745.29,0
399de01630eb4bcb8e3ed8eca57d6466,2063.86,0
f69251e8a8424428b0cbfeacca81fdb1,1919.88,0
c796e1068b8744e29d4ff10f9df98eff,2247.11,0
34586d0b18134eeda4ed1dab6f93fbef,1389.14,0
f97f387fbd4a405ba58b0e9b86e7a9ba,2649.27,0
a64eb5a8cde74a70a5ec3d7d66fd1b54,2704.59,0
a7f84ace97ec4045a3c5d4adf9717df4,760.42,0
57f4257d70b641d889622375e6a69514,2619.89,0
407ada82af024fc3a9b5e4e3e5b5be07,2501.63,0
0bf0e8035e62484ba1068de89546f5a9,1057.8,0
4d9ff76ae89f47bdae6e9df4dbe07c18,2347.91,0
7b75b5fb1bcb433cb025a0e7e8ab34ed,2515.63,0
77c4277a469a40a4a903298c660795d1,1250.28,0
0f4b39e9907e4f17b1fbb4feb356aa0c,2087.55,0
172db413a24941a2b83611019f432737,1214.61,0
ce4d688dc6614b26a92e0062f35570e2,915.05,0
ea9fdf28255f485c9bdb23bf9bf567f1,1689.88,0
144dbf32033b42ef8f701ecbe55089c4,2073.81,0
9ae014367efa4556bb4d7f6a76843442,2414.27,0
5f770d0fdeff44f791648b1da829716f,2353.88,0
ad5dc6ebd14247518dfb413ec2d4d49c,2154.26,0
18073b69b4d2422db55ffb3a8cbcc368,2413.94,0
b4d7f3f48ed34498aec2c2b185711ad1,650.5,0
2c0166211cf54d4cb85be90f667c2239,2597.4,0
38117f675fd14a5ba1e322e04a495d78,317.3,0
ddf932cf178740eb8e811e756e75a1a7,1676.62,0
c3e14b5108484a7dac32ac31f9c4cc47,2264.57,0
0ae547b6438249de98dc6187f9e85218,3153.05,0
ce5a8d5afff34a25a0cc34dde6cd0e89,2791.88,0
9f58437e7274469d813b94ea3c329046,2745.05,0
88344e3a97964581b3fed65a351a7999,1718.48,0
e3c8b72c2af541658e1c246854a7a227,1116.03,0
70d3ab1d6cd54f04b1c7e7d74595d893,1942.81,0
7154db746bbf43ab958a895cd25471cc,3332.96,0
dd375d2d93574a33b68d4ca854c456f0,1127.17,0
41fe527ced704aaebc5574b1bbc34f7e,1704.65,0
656f19b09315469b8d7035823b91bd9c,1901.73,0
530df857b106415a89d08004952cceb9,2748.66,0
7727db9cb0904491921dbfe602507105,2707.4,0
c0d77c02c38c454f9e17a7e60bbd93f3,1514.04,0
e8cdc3b87f484f0ea4a4d0606530b2d8,215.24,0
076539a718ca477b92e22311240ad52e,2870.14,0
37b108b8bac6427e91037c175a75fc4b,1121.71,0
2aad206fdbd34edf92dd9af8dd3e1186,1788.52,0
8aa271da86984633b96b78080695f4f5,1476.25,0
e9bc7a52f6a44611af21565f7132bc4f,2600.53,0
fbe212bf663644e6a74365bd6671daae,1842.96,0
919a839ec72b40e7b7eb66f60e3dec03,1724.16,0
da357d38031d42bd9fe115ae954ba6aa,2065.67,0
d8fcaec7e328425bbe7193f70d4b64b8,2441.54,0
c32d37fc703446298995a8db6db39b7a,1535.92,0
6ebda06caa0342de99a35b8529b9ec1d,2822.12,0
d27b882d15d24e5f9bf9c47195183273,3041.24,0
4dc1effc45264c0381dfbdd541c585ac,1607.77,0
5f4bb19226a04016a9b10129b28fe8f1,1660.82,0
e3e8c753d50745798063c08824c29083,2828.78,0
3bd737f59e964d7c94b1dcec8f3cfffb,2187.49,0
8085c66e638a47c6bb316c372adf2fa3,1698.29,0
50a4624c77044de9a0cfacfdb01fb9c1,2086.08,0
868d61743dfa45f4a348267b8eb54a8d,2626.6,0
5290af7636424fc08db6133c5b48091a,2282.71,0
14d1e480aec24ed88ae7870aa945c6b6,1681,0
f41f0ea4b0ab4e29a1cf5831453ce814,1939.24,0
78c3cf303b364f31be48962badfdbe79,1823.62,0
b71462f0dd25466ea2041064b6a597d0,1109.15,0
9aa81f80ab75404d978f923a6f93dad9,1008.59,0
c75efd0a9cf544529ec5f5df225b26d2,2637.26,0
f715eb0f71ac4fa0bbe35c9a59f00bb6,2403.16,0
4f1053b3a76a4399a75a604fc7dcd1e5,2017.6,0
d76cddf5ebaf4c38b9a58609f3ef667d,1720.03,0
f5bc73181fac4ae29367752cd2d688ff,2265.05,0
f04f9d0b49fc4035b29f9a0d5478c0ed,1794.99,0
b58668ec8f5b4cb2b0e2164d59191bb8,2821.85,0
6f280c30cb54455bbcfe5e795aaffc86,2222.27,0
0280aefe893a4adb9df8a793551f3fc7,1048.67,0
a3ae61438a99478b9a3728a182bcf286,2655.68,0
1dd7d76b1fba4c2eb980a7089c5ae6af,2540.47,0
a6f2ce8cfb1349cda74fa3a98c3b27d3,1762.78,0
7d67ae0b9738466d9574a4c53b78d3e0,584.55,0
d33adedbe164441bb8351d31fab638fd,2480.95,0
df6bef0fa8ec4753a6d5e325d71e8456,1485.45,0
8de69665436a41c683a51938aa4497a4,1803.05,0
d9c9051edc8e45b394224529b0521e0b,2772.22,0
369e493dfb344918a1b59f5c25541992,2317.5,0
13bb97b1ec044851b2f5577f75127887,2358.9,0
a0b1a6f7709b4f45b13da2c81c756f04,1017.3,0
5b6aa25c5d604c4b89c339466309173f,2366.35,0
7e8aa4a459184ae8a3a4c395b3875914,1546.8,0
1010c40d37bb44dc8b52d5d348ea6008,2847.8,0
f262a7c724ee458cada3601a9febec01,1370.05,0
ce09e5a5acb34c4284de4751b874eb85,1406.1,0
0403219f89764e79908a98c364629206,2037.82,0
2c8801d62d5245fb8ddb7f58a196ff3e,2414.32,0
31ee13a9682543d3875ee825e31eff81,1448.37,0
